Date,Dies,Disease
28.04.22,564228.0,52986952.0
28.05.20,56698.0,950436.0
28.05.21,338861.0,18509635.0
28.06.20,67697.0,1373733.5
28.06.21,345418.5,18740401.0
28.07.20,79519.0,2275995.0
28.07.21,349838.0,19277005.5
28.08.20,95021.5,3085907.0
28.08.21,363043.0,21423246.0
28.09.20,106765.0,3722367.5
28.09.21,392107.0,23749261.0
28.10.20,118706.0,4671642.5
28.10.21,418527.0,25204311.0
28.11.20,141425.5,7180461.5
28.11.21,437787.0,27021139.0
28.12.20,184577.0,10551969.0
28.12.21,465279.0,30127710.0
29.01.21,248524.5,14133631.5
29.01.22,500626.5,41987712.0
29.02.20,0.5,45.5
29.03.20,1981.0,98045.5
29.03.21,310989.0,16607050.5
29.03.22,553932.5,50291971.0
29.04.20,35038.5,602228.0
29.04.21,326788.5,17875593.5
29.04.22,564519.5,53060626.5
29.05.20,57276.0,963347.5
29.05.21,339114.0,18519003.5
29.06.20,67883.5,1394512.5
29.06.21,345611.5,18744341.5
29.07.20,80242.0,2308401.0
29.07.21,350007.5,19314856.0
29.08.20,95510.0,3108197.0
29.08.21,363204.0,21453461.5
29.09.20,107218.0,3744429.0
29.09.21,393448.0,23815843.0
29.10.20,119244.5,4725676.0
29.10.21,419449.0,25264196.5
29.11.20,142022.0,7257939.0
29.11.21,438791.5,27128968.5
29.12.20,186808.5,10661404.0
29.12.21,466663.5,30398778.0
30.01.21,250356.5,14215260.5
30.01.22,500888.5,42146163.5
30.03.20,2367.5,111498.0
30.03.21,311526.0,16642670.5
30.03.22,554690.5,50445725.0
30.04.20,36221.0,617818.0
30.04.21,327343.5,17916809.0
30.04.22,564586.5,53078160.0
30.05.20,57771.0,975256.5
30.05.21,339216.5,18524606.5
30.06.20,68169.0,1419673.5
30.06.21,345791.0,18752421.5
30.07.20,80889.5,2343474.0
30.07.21,350463.0,19411807.5
30.08.20,95733.0,3125655.0
30.08.21,364063.0,21570348.0
30.09.20,107680.0,3764644.5
30.09.21,394883.0,23877115.0
30.10.20,119810.5,4784941.0
30.10.21,419680.0,25292112.5
30.11.20,142739.0,7340982.5
30.11.21,439803.5,27210395.5
30.12.20,189325.0,10781780.0
30.12.21,467602.5,30715493.0
31.01.21,251527.5,14277284.0
31.01.22,502229.0,42456435.5
31.03.20,2971.0,126996.0
31.03.21,312188.0,16685962.0
31.03.22,555246.5,50732199.0
31.05.20,58087.0,984859.0
31.05.21,339320.5,18528733.0
31.07.20,81484.5,2376197.0
31.07.21,350557.5,19434954.5
31.08.20,95977.0,3142641.5
31.08.21,364803.0,21663195.0
31.10.20,120323.5,4838142.0
31.10.21,419813.0,25316715.0
31.12.20,191462.5,10955598.0
31.12.21,468119.5,30992909.5
