Country,,Date,Disease,Dies
Германия,454,07.02.21,2284010,61517
Германия,455,06.02.21,2275394,61286
Германия,456,05.02.21,2264909,60597
Германия,457,04.02.21,2252001,59742
Германия,458,03.02.21,2237790,58956
Германия,459,02.02.21,2228085,57981
Германия,460,01.02.21,2221971,57120
Германия,461,31.01.21,2216363,56945
Германия,462,30.01.21,2205171,56546
Германия,463,29.01.21,2192850,55752
Германия,464,28.01.21,2178828,54913
Германия,465,27.01.21,2161275,53972
Германия,466,26.01.21,2148077,52990
Германия,467,25.01.21,2141665,52087
Германия,468,24.01.21,2134936,51870
Германия,469,23.01.21,2122679,51521
Германия,470,22.01.21,2106262,50642
Германия,471,21.01.21,2088400,49783
Германия,472,20.01.21,2068002,48770
Германия,473,19.01.21,2052028,47622
Германия,474,18.01.21,2040659,46633
Германия,475,17.01.21,2033518,46419
Германия,476,16.01.21,2019636,45974
Германия,477,15.01.21,2000958,44994
Германия,478,14.01.21,1978590,43881
Германия,479,13.01.21,1953426,42637
Германия,480,12.01.21,1933826,41577
Германия,481,11.01.21,1921024,40686
Германия,482,10.01.21,1908527,40343
Германия,483,09.01.21,1891581,39878
Германия,484,08.01.21,1866887,38795
Германия,485,07.01.21,1835038,37607
Германия,486,06.01.21,1808647,36537
Германия,487,05.01.21,1787410,35518
Германия,488,04.01.21,1775513,34574
Германия,489,03.01.21,1765666,34272
Германия,490,02.01.21,1755351,33960
Германия,491,01.01.21,1742661,33624
Германия,492,31.12.20,1719737,33071
Германия,493,30.12.20,1687185,32107
Германия,494,29.12.20,1664726,30978
Германия,495,28.12.20,1651834,30126
Германия,496,27.12.20,1640858,29778
Германия,497,26.12.20,1627103,29422
Германия,498,25.12.20,1612648,29182
Германия,499,24.12.20,1587115,28770
Германия,500,23.12.20,1554920,27968
Германия,501,22.12.20,1530180,27006
Германия,502,21.12.20,1510652,26275
Германия,503,20.12.20,1494009,26049
Германия,504,19.12.20,1471238,25640
Германия,505,18.12.20,1439938,24938
Германия,506,17.12.20,1406161,24125
Германия,507,16.12.20,1379238,23427
Германия,508,15.12.20,1351510,22475
Германия,509,14.12.20,1337078,21975
Германия,510,13.12.20,1320716,21787
Германия,511,12.12.20,1300516,21466
Германия,512,11.12.20,1272078,20970
Германия,513,10.12.20,1242203,20372
Германия,514,09.12.20,1218524,19932
Германия,515,08.12.20,1197709,19342
Германия,516,07.12.20,1183655,18919
Германия,517,06.12.20,1171323,18772
Германия,518,05.12.20,1153556,18517
Германия,519,04.12.20,1130238,18034
Германия,520,03.12.20,1106789,17602
Германия,521,02.12.20,1084743,17123
Германия,522,01.12.20,1067473,16636
Германия,523,30.11.20,1053869,16248
Германия,524,29.11.20,1042700,16123
Германия,525,28.11.20,1028089,15965
Германия,526,27.11.20,1006394,15586
Германия,527,26.11.20,983588,15160
Германия,528,25.11.20,961320,14771
Германия,529,24.11.20,942687,14361
Германия,530,23.11.20,929133,14112
Германия,531,22.11.20,918269,14022
Германия,532,21.11.20,902528,13884
Германия,533,20.11.20,879564,13630
Германия,534,19.11.20,855916,13370
Германия,535,18.11.20,833307,13119
Германия,536,17.11.20,815746,12814
Германия,537,16.11.20,801327,12547
Германия,538,15.11.20,790503,12485
Германия,539,14.11.20,773556,12378
Германия,540,13.11.20,751095,12200
Германия,541,12.11.20,727553,11982
Германия,542,11.11.20,705687,11767
Германия,543,10.11.20,687200,11506
Германия,544,09.11.20,671868,11352
Германия,545,08.11.20,658505,11289
Германия,546,07.11.20,642488,11226
Германия,547,06.11.20,619089,11096
Германия,548,05.11.20,597583,10930
Германия,549,04.11.20,577593,10812
Германия,550,03.11.20,560379,10661
Германия,551,02.11.20,545027,10530
Германия,552,01.11.20,532930,10481
Германия,553,31.10.20,518753,10452
Германия,554,30.10.20,499694,10349
Германия,555,29.10.20,481013,10272
Германия,556,28.10.20,464239,10183
Германия,557,27.10.20,449275,10098
Германия,558,26.10.20,437866,10056
Германия,559,25.10.20,429181,10032
Германия,560,24.10.20,418005,10003
Германия,561,23.10.20,403291,9954
Германия,562,22.10.20,392049,9905
Германия,563,21.10.20,380762,9875
Германия,564,20.10.20,373167,9836
Германия,565,19.10.20,366299,9789
Германия,566,18.10.20,361974,9777
Германия,567,17.10.20,356387,9767
Германия,568,16.10.20,348557,9734
Германия,569,15.10.20,341223,9710
Германия,570,14.10.20,334585,9677
Германия,571,13.10.20,329453,9634
Германия,572,12.10.20,325331,9621
Германия,573,11.10.20,322864,9615
Германия,574,10.10.20,319381,9604
Германия,575,09.10.20,314660,9589
Германия,576,08.10.20,310144,9578
Германия,577,07.10.20,306086,9562
Германия,578,06.10.20,303258,9546
Германия,579,05.10.20,300619,9534
Германия,580,04.10.20,299237,9529
Германия,581,03.10.20,296958,9527
Германия,582,02.10.20,294395,9508
Германия,583,01.10.20,291722,9500
Германия,584,30.09.20,289219,9488
Германия,585,29.09.20,287421,9471
Германия,586,28.09.20,285332,9460
Германия,587,27.09.20,284140,9457
Германия,588,26.09.20,282730,9452
Германия,589,25.09.20,280223,9443
Германия,590,24.09.20,278070,9428
Германия,591,23.09.20,275927,9409
Германия,592,22.09.20,274158,9396
Германия,593,21.09.20,272337,9386
Германия,594,20.09.20,271415,9386
Германия,595,19.09.20,270070,9384
Германия,596,18.09.20,267773,9378
Германия,597,17.09.20,265857,9371
Германия,598,16.09.20,263663,9368
Германия,599,15.09.20,261762,9362
Германия,600,14.09.20,260355,9350
Германия,601,13.09.20,259428,9349
Германия,602,12.09.20,258480,9347
Германия,603,11.09.20,256850,9342
Германия,604,10.09.20,255366,9341
Германия,605,09.09.20,253474,9338
Германия,606,08.09.20,252298,9329
Германия,607,07.09.20,250799,9325
Германия,608,06.09.20,249985,9325
Германия,609,05.09.20,248997,9324
Германия,610,04.09.20,247619,9322
Германия,611,03.09.20,246166,9321
Германия,612,02.09.20,244855,9313
Германия,613,01.09.20,243599,9302
Германия,614,31.08.20,242381,9298
Германия,615,30.08.20,241771,9295
Германия,616,29.08.20,240986,9289
Германия,617,28.08.20,239507,9288
Германия,618,27.08.20,237936,9285
Германия,619,26.08.20,236429,9280
Германия,620,25.08.20,234853,9277
Германия,621,24.08.20,233575,9272
Германия,622,23.08.20,232864,9269
Германия,623,22.08.20,232082,9267
Германия,624,21.08.20,230048,9260
Германия,625,20.08.20,228621,9253
Германия,626,19.08.20,226914,9243
Германия,627,18.08.20,225404,9236
Германия,628,17.08.20,224014,9232
Германия,629,16.08.20,223453,9231
Германия,630,15.08.20,222828,9231
Германия,631,14.08.20,221413,9225
Германия,632,13.08.20,219964,9211
Германия,633,12.08.20,218519,9207
Германия,634,11.08.20,217293,9201
Германия,635,10.08.20,216327,9197
Германия,636,09.08.20,215891,9196
Германия,637,08.08.20,215336,9195
Германия,638,07.08.20,214214,9183
Германия,639,06.08.20,213067,9175
Германия,640,05.08.20,212022,9168
Германия,641,04.08.20,211281,9156
Германия,642,03.08.20,210402,9148
Германия,643,02.08.20,209893,9141
Германия,644,01.08.20,209653,9148
Германия,645,31.07.20,208698,9141
Германия,646,30.07.20,207828,9134
Германия,647,29.07.20,206926,9128
Германия,648,28.07.20,206242,9122
Германия,649,27.07.20,205609,9118
Германия,650,26.07.20,205269,9118
Германия,651,25.07.20,204964,9118
Германия,652,24.07.20,204183,9111
Германия,653,23.07.20,203368,9101
Германия,654,22.07.20,202799,9095
Германия,655,21.07.20,202345,9090
Германия,656,20.07.20,201823,9086
Германия,657,19.07.20,201574,9084
Германия,658,18.07.20,201372,9083
Германия,659,17.07.20,200843,9082
Германия,660,16.07.20,200260,9078
Германия,661,15.07.20,199726,9071
Германия,662,14.07.20,199375,9068
Германия,663,13.07.20,198963,9064
Германия,664,12.07.20,198804,9063
Германия,665,11.07.20,198556,9060
Германия,666,10.07.20,198178,9054
Германия,667,09.07.20,197783,9048
Германия,668,08.07.20,197341,9036
Германия,669,07.07.20,196944,9024
Германия,670,06.07.20,196554,9016
Германия,671,05.07.20,196335,9012
Германия,672,04.07.20,196096,9010
Германия,673,03.07.20,195674,9003
Германия,674,02.07.20,195228,8994
Германия,675,01.07.20,194725,8985
Германия,676,30.06.20,194259,8973
Германия,677,29.06.20,193761,8961
Германия,678,28.06.20,193499,8957
Германия,679,27.06.20,193243,8954
Германия,680,26.06.20,192556,8948
Германия,681,25.06.20,192079,8927
Германия,682,24.06.20,191449,8914
Германия,683,23.06.20,190862,8895
Германия,684,22.06.20,190359,8885
Германия,685,21.06.20,189822,8882
Германия,686,20.06.20,189135,8883
Германия,687,19.06.20,188534,8872
Германия,688,18.06.20,187764,8856
Германия,689,17.06.20,187184,8830
Германия,690,16.06.20,186839,8800
Германия,691,15.06.20,186461,8791
Германия,692,14.06.20,186269,8787
Германия,693,13.06.20,186022,8781
Германия,694,12.06.20,185674,8763
Германия,695,11.06.20,185416,8755
Германия,696,10.06.20,184861,8729
Германия,697,09.06.20,184543,8711
Германия,698,08.06.20,184193,8674
Германия,699,07.06.20,183979,8668
Германия,700,06.06.20,183678,8646
Германия,701,05.06.20,183271,8613
Германия,702,04.06.20,182764,8581
Германия,703,03.06.20,182370,8551
Германия,704,02.06.20,182028,8522
Германия,705,01.06.20,181815,8511
Германия,706,31.05.20,181482,8500
Германия,707,30.05.20,181196,8489
Германия,708,29.05.20,180458,8450
Германия,709,28.05.20,179717,8411
Германия,710,27.05.20,179364,8349
Германия,711,26.05.20,179002,8302
Германия,712,25.05.20,178570,8257
Германия,713,24.05.20,178281,8247
Германия,714,23.05.20,177850,8216
Германия,715,22.05.20,177212,8174
Германия,716,21.05.20,176752,8147
Германия,717,20.05.20,176007,8090
Германия,718,19.05.20,175210,8007
Германия,719,18.05.20,174697,7935
Германия,720,17.05.20,174355,7914
Германия,721,16.05.20,173772,7881
Германия,722,15.05.20,173152,7824
Германия,723,14.05.20,172239,7723
Германия,724,13.05.20,171306,7634
Германия,725,12.05.20,170508,7533
Германия,726,11.05.20,169575,7417
Германия,727,10.05.20,169218,7395
Германия,728,09.05.20,168551,7369
Германия,729,08.05.20,167300,7266
Германия,730,07.05.20,166091,7119
Германия,731,06.05.20,164807,6996
Германия,732,05.05.20,163860,6831
Германия,733,04.05.20,163175,6692
Германия,734,03.05.20,162496,6649
Германия,735,02.05.20,161703,6575
Германия,736,01.05.20,160758,6481
Германия,737,30.04.20,159119,6288
Германия,738,29.04.20,157641,6115
Германия,739,28.04.20,156337,5913
Германия,740,27.04.20,155193,5750
Германия,741,26.04.20,154175,5640
Германия,742,25.04.20,152438,5500
Германия,743,24.04.20,150383,5321
Германия,744,23.04.20,148046,5094
Германия,745,22.04.20,145694,4879
Германия,746,21.04.20,143457,4598
Германия,747,20.04.20,141672,4404
Германия,748,19.04.20,139897,4294
Германия,749,18.04.20,137439,4110
Германия,750,17.04.20,133830,3868
Германия,751,16.04.20,130450,3569
Германия,752,15.04.20,127584,3254
Германия,753,14.04.20,125098,2969
Германия,754,13.04.20,123016,2799
Германия,755,12.04.20,120479,2673
Германия,756,11.04.20,117658,2544
Германия,757,10.04.20,113525,2373
Германия,758,09.04.20,108202,2107
Германия,759,08.04.20,103228,1861
Германия,760,07.04.20,99225,1607
Германия,761,06.04.20,95391,1434
Германия,762,05.04.20,91714,1342
Германия,763,04.04.20,85778,1158
Германия,764,03.04.20,79696,1017
Германия,765,02.04.20,73522,872
Германия,766,01.04.20,67366,732
Германия,767,31.03.20,61913,583
Германия,768,30.03.20,57298,455
Германия,769,29.03.20,52547,389
Германия,770,28.03.20,48582,325
Германия,771,27.03.20,42288,253
Германия,772,26.03.20,36508,198
Германия,773,25.03.20,31554,149
Германия,774,24.03.20,27436,114
Германия,775,23.03.20,22672,86
Германия,776,22.03.20,18610,55
Германия,777,21.03.20,16662,47
Германия,778,20.03.20,13957,31
Германия,779,19.03.20,10999,20
Германия,780,18.03.20,8198,12
Германия,781,17.03.20,7156,12
Германия,782,16.03.20,6012,12
Германия,783,15.03.20,4838,12
Германия,784,14.03.20,3795,8
Германия,785,13.03.20,3062,5
Германия,786,12.03.20,2369,5
Германия,787,11.03.20,1567,3
Германия,788,10.03.20,1296,2
Германия,789,09.03.20,1112,2
Германия,790,08.03.20,847,0
Германия,791,07.03.20,684,0
Германия,792,06.03.20,534,0
Германия,793,05.03.20,349,0
Германия,794,04.03.20,240,0
Германия,795,03.03.20,188,0
Германия,796,02.03.20,150,0
Германия,797,01.03.20,117,0
Германия,798,29.02.20,66,0
Германия,799,28.02.20,53,0
Германия,800,27.02.20,26,0
Германия,801,26.02.20,21,0
Германия,802,25.02.20,16,0
Германия,803,24.02.20,16,0
Германия,804,23.02.20,16,0
Германия,805,22.02.20,16,0
Германия,806,21.02.20,16,0
Германия,807,20.02.20,16,0
Германия,808,19.02.20,16,0
Германия,809,18.02.20,16,0
Германия,810,17.02.20,16,0
Германия,811,16.02.20,16,0
Германия,812,15.02.20,16,0
Германия,813,14.02.20,16,0
Германия,814,13.02.20,16,0
Германия,815,12.02.20,16,0
Германия,816,11.02.20,16,0
Германия,817,10.02.20,14,0
Германия,818,09.02.20,14,0
Германия,819,08.02.20,13,0
Германия,820,07.02.20,13,0
Германия,821,06.02.20,12,0
Германия,822,05.02.20,12,0
Германия,823,04.02.20,12,0
Германия,824,03.02.20,12,0
Германия,825,02.02.20,10,0
Германия,826,01.02.20,8,0
